BASE_YEAR,BASE_MONTH,GU_DC,WORKTIME_DC,MV_CNT
2017,8,강서구,퇴근,32879
2017,8,금정구,출근,12860
2017,8,금정구,퇴근,13368
2017,8,기장군,출근,36758
2017,8,기장군,퇴근,34371
2017,8,남구,출근,11820
2017,8,남구,퇴근,11855
2017,8,동구,출근,8894
2017,8,동구,퇴근,7782
2017,8,동래구,출근,18564
2017,8,동래구,퇴근,20566
2017,8,부산진구,출근,20983
2017,8,부산진구,퇴근,22800
2017,8,북구,출근,16713
2017,8,북구,퇴근,18651
2017,8,사상구,출근,24165
2017,8,사상구,퇴근,21644
2017,8,사하구,출근,19573
2017,8,사하구,퇴근,19497
2017,8,서구,출근,7192
2017,8,서구,퇴근,6181
2017,8,수영구,출근,15499
2017,8,수영구,퇴근,19375
2017,8,연제구,출근,15193
2017,8,연제구,퇴근,15058
2017,8,영도구,출근,6511
2017,8,영도구,퇴근,6050
2017,8,중구,출근,13527
2017,8,중구,퇴근,13180
2017,8,해운대구,출근,21171
2017,8,해운대구,퇴근,24268
2017,9,강서구,출근,46333
2017,9,강서구,퇴근,31414
2017,9,금정구,출근,12730
2017,9,금정구,퇴근,13487
2017,9,기장군,출근,34060
2017,9,기장군,퇴근,30576
2017,9,남구,출근,11646
2017,9,남구,퇴근,11613
2017,9,동구,출근,7953
2017,9,동구,퇴근,7192
2017,9,동래구,출근,18004
2017,9,동래구,퇴근,20248
2017,9,부산진구,출근,19938
2017,9,부산진구,퇴근,22115
2017,9,북구,출근,15821
2017,9,북구,퇴근,18027
2017,9,사상구,출근,23970
2017,9,사상구,퇴근,22106
2017,9,사하구,출근,18408
2017,9,사하구,퇴근,18347
2017,9,서구,출근,6636
2017,9,서구,퇴근,5406
2017,9,수영구,출근,14620
2017,9,수영구,퇴근,17136
2017,9,연제구,출근,14084
2017,9,연제구,퇴근,14365
2017,9,영도구,출근,6292
2017,9,영도구,퇴근,5700
2017,9,중구,출근,11641
2017,9,중구,퇴근,11160
2017,9,해운대구,출근,19614
2017,9,해운대구,퇴근,21589
2017,10,강서구,출근,49475
2017,10,강서구,퇴근,33628
2017,10,금정구,출근,13533
2017,10,금정구,퇴근,14395
2017,10,기장군,출근,37540
2017,10,기장군,퇴근,33671
2017,10,남구,출근,12264
2017,10,남구,퇴근,12187
2017,10,동구,출근,8259
2017,10,동구,퇴근,7519
2017,10,동래구,출근,19136
2017,10,동래구,퇴근,21544
2017,10,부산진구,출근,20719
2017,10,부산진구,퇴근,23181
2017,10,북구,출근,17288
2017,10,북구,퇴근,18921
2017,10,사상구,출근,25290
2017,10,사상구,퇴근,23631
2017,10,사하구,출근,19151
2017,10,사하구,퇴근,19184
2017,10,서구,출근,7031
2017,10,서구,퇴근,5922
2017,10,수영구,출근,15300
2017,10,수영구,퇴근,18193
2017,10,연제구,출근,14459
2017,10,연제구,퇴근,14812
2017,10,영도구,출근,6879
2017,10,영도구,퇴근,6141
2017,10,중구,출근,12200
2017,10,중구,퇴근,12491
2017,10,해운대구,출근,20945
2017,10,해운대구,퇴근,23236
2017,11,강서구,출근,54291
2017,11,강서구,퇴근,36591
2017,11,금정구,출근,14150
2017,11,금정구,퇴근,15248
2017,11,기장군,출근,38203
2017,11,기장군,퇴근,33709
2017,11,남구,출근,12841
2017,11,남구,퇴근,12935
2017,11,동구,출근,8061
2017,11,동구,퇴근,7141
2017,11,동래구,출근,20244
2017,11,동래구,퇴근,23044
2017,11,부산진구,출근,21329
2017,11,부산진구,퇴근,24196
2017,11,북구,출근,16668
2017,11,북구,퇴근,19578
2017,11,사상구,출근,26425
2017,11,사상구,퇴근,25239
2017,11,사하구,출근,19535
2017,11,사하구,퇴근,19483
2017,11,서구,출근,7374
2017,11,서구,퇴근,5813
2017,11,수영구,출근,15005
2017,11,수영구,퇴근,17964
2017,11,연제구,출근,15899
2017,11,연제구,퇴근,16056
2017,11,영도구,출근,6973
2017,11,영도구,퇴근,6056
2017,11,중구,출근,11206
2017,11,중구,퇴근,10772
2017,11,해운대구,출근,20427
2017,11,해운대구,퇴근,22374
2017,12,강서구,출근,49699
2017,12,강서구,퇴근,31528
2017,12,금정구,출근,14202
2017,12,금정구,퇴근,15108
2017,12,기장군,출근,37918
2017,12,기장군,퇴근,32954
2017,12,남구,출근,13008
2017,12,남구,퇴근,13056
2017,12,동구,출근,8137
2017,12,동구,퇴근,7470
2017,12,동래구,출근,19989
2017,12,동래구,퇴근,22530
2017,12,부산진구,출근,20696
2017,12,부산진구,퇴근,23689
2017,12,북구,출근,15149
2017,12,북구,퇴근,17306
2017,12,사상구,출근,25861
2017,12,사상구,퇴근,24300
2017,12,사하구,출근,18865
2017,12,사하구,퇴근,18497
2017,12,서구,출근,6948
2017,12,서구,퇴근,5532
2017,12,수영구,출근,14412
2017,12,수영구,퇴근,17743
2017,12,연제구,출근,15386
2017,12,연제구,퇴근,15944
2017,12,영도구,출근,6612
2017,12,영도구,퇴근,5741
2017,12,중구,출근,9974
2017,12,중구,퇴근,10601
2017,12,해운대구,출근,19477
2017,12,해운대구,퇴근,21778
2018,1,강서구,출근,50679
2018,1,강서구,퇴근,31323
2018,1,금정구,출근,12436
2018,1,금정구,퇴근,13480
2018,1,기장군,출근,35194
2018,1,기장군,퇴근,30815
2018,1,남구,출근,12452
2018,1,남구,퇴근,12734
2018,1,동구,출근,8928
2018,1,동구,퇴근,8049
2018,1,동래구,출근,17634
2018,1,동래구,퇴근,20146
2018,1,부산진구,출근,19663
2018,1,부산진구,퇴근,22859
2018,1,북구,출근,15447
2018,1,북구,퇴근,18261
2018,1,사상구,출근,24584
2018,1,사상구,퇴근,23036
2018,1,사하구,출근,18655
2018,1,사하구,퇴근,18582
2018,1,서구,출근,6924
2018,1,서구,퇴근,5418
2018,1,수영구,출근,15703
2018,1,수영구,퇴근,18488
2018,1,연제구,출근,14424
2018,1,연제구,퇴근,14879
2018,1,영도구,출근,6874
2018,1,영도구,퇴근,6019
2018,1,중구,출근,10866
2018,1,중구,퇴근,10667
2018,1,해운대구,출근,19046
2018,1,해운대구,퇴근,20618
2018,2,강서구,출근,49726
2018,2,강서구,퇴근,31505
2018,2,금정구,출근,13519
2018,2,금정구,퇴근,14364
2018,2,기장군,출근,35996
2018,2,기장군,퇴근,31926
2018,2,남구,출근,12961
2018,2,남구,퇴근,13055
2018,2,동구,출근,8955
2018,2,동구,퇴근,7981
2018,2,동래구,출근,18688
2018,2,동래구,퇴근,20981
2018,2,부산진구,출근,19916
2018,2,부산진구,퇴근,23427
2018,2,북구,출근,16289
2018,2,북구,퇴근,18295
2018,2,사상구,출근,24893
2018,2,사상구,퇴근,23298
2018,2,사하구,출근,19660
2018,2,사하구,퇴근,19835
2018,2,서구,출근,7039
2018,2,서구,퇴근,5569
2018,2,수영구,출근,15552
2018,2,수영구,퇴근,18485
2018,2,연제구,출근,14749
2018,2,연제구,퇴근,15122
2018,2,영도구,출근,6373
2018,2,영도구,퇴근,5665
2018,2,중구,출근,10427
2018,2,중구,퇴근,10564
2018,2,해운대구,출근,19697
2018,2,해운대구,퇴근,21642
2018,3,강서구,출근,50319
2018,3,강서구,퇴근,32123
2018,3,금정구,출근,14255
2018,3,금정구,퇴근,15418
2018,3,기장군,출근,36735
2018,3,기장군,퇴근,32738
2018,3,남구,출근,13314
2018,3,남구,퇴근,13319
2018,3,동구,출근,8963
2018,3,동구,퇴근,8123
2018,3,동래구,출근,18698
2018,3,동래구,퇴근,20804
2018,3,부산진구,출근,20465
2018,3,부산진구,퇴근,23607
2018,3,북구,출근,16093
2018,3,북구,퇴근,18248
2018,3,사상구,출근,25545
2018,3,사상구,퇴근,23772
2018,3,사하구,출근,19764
2018,3,사하구,퇴근,20059
2018,3,서구,출근,7136
2018,3,서구,퇴근,5710
2018,3,수영구,출근,15469
2018,3,수영구,퇴근,18307
2018,3,연제구,출근,15111
2018,3,연제구,퇴근,15468
2018,3,영도구,출근,6623
2018,3,영도구,퇴근,5997
2018,3,중구,출근,10347
2018,3,중구,퇴근,10404
2018,3,해운대구,출근,19401
2018,3,해운대구,퇴근,21401
2018,4,강서구,출근,50134
2018,4,강서구,퇴근,32947
2018,4,금정구,출근,14405
2018,4,금정구,퇴근,15520
2018,4,기장군,출근,37955
2018,4,기장군,퇴근,34123
2018,4,남구,출근,13317
2018,4,남구,퇴근,13513
2018,4,동구,출근,8999
2018,4,동구,퇴근,8048
2018,4,동래구,출근,18364
2018,4,동래구,퇴근,20502
2018,4,부산진구,출근,20120
2018,4,부산진구,퇴근,23094
2018,4,북구,출근,15995
2018,4,북구,퇴근,18202
2018,4,사상구,출근,25625
2018,4,사상구,퇴근,24128
2018,4,사하구,출근,19326
2018,4,사하구,퇴근,19649
2018,4,서구,출근,7470
2018,4,서구,퇴근,5863
2018,4,수영구,출근,15578
2018,4,수영구,퇴근,18406
2018,4,연제구,출근,15214
2018,4,연제구,퇴근,15537
2018,4,영도구,출근,6757
2018,4,영도구,퇴근,6010
2018,4,중구,출근,10161
2018,4,중구,퇴근,10116
2018,4,해운대구,출근,19687
2018,4,해운대구,퇴근,21217
2018,5,강서구,출근,49136
2018,5,강서구,퇴근,31848
2018,5,금정구,출근,14436
2018,5,금정구,퇴근,15481
2018,5,기장군,출근,38719
2018,5,기장군,퇴근,35296
2018,5,남구,출근,13387
2018,5,남구,퇴근,13685
2018,5,동구,출근,9056
2018,5,동구,퇴근,8084
2018,5,동래구,출근,18001
2018,5,동래구,퇴근,19997
2018,5,부산진구,출근,20177
2018,5,부산진구,퇴근,23087
2018,5,북구,출근,16068
2018,5,북구,퇴근,18240
2018,5,사상구,출근,24867
2018,5,사상구,퇴근,22753
2018,5,사하구,출근,19460
2018,5,사하구,퇴근,19570
2018,5,서구,출근,7558
2018,5,서구,퇴근,6076
2018,5,수영구,출근,14956
2018,5,수영구,퇴근,17918
2018,5,연제구,출근,15017
2018,5,연제구,퇴근,15311
2018,5,영도구,출근,6871
2018,5,영도구,퇴근,6214
2018,5,중구,출근,10252
2018,5,중구,퇴근,10542
2018,5,해운대구,출근,19942
2018,5,해운대구,퇴근,21807
2018,6,강서구,출근,50121
2018,6,강서구,퇴근,32220
2018,6,금정구,출근,14589
2018,6,금정구,퇴근,15586
2018,6,기장군,출근,37926
2018,6,기장군,퇴근,34903
2018,6,남구,출근,13683
2018,6,남구,퇴근,14048
2018,6,동구,출근,9201
2018,6,동구,퇴근,7991
2018,6,동래구,출근,19216
2018,6,동래구,퇴근,21506
2018,6,부산진구,출근,19900
2018,6,부산진구,퇴근,22523
2018,6,북구,출근,16480
2018,6,북구,퇴근,18512
2018,6,사상구,출근,25988
2018,6,사상구,퇴근,23623
2018,6,사하구,출근,19862
2018,6,사하구,퇴근,19918
2018,6,서구,출근,7582
2018,6,서구,퇴근,6103
2018,6,수영구,출근,15433
2018,6,수영구,퇴근,18834
2018,6,연제구,출근,14823
2018,6,연제구,퇴근,15158
2018,6,영도구,출근,6796
2018,6,영도구,퇴근,6144
2018,6,중구,출근,9965
2018,6,중구,퇴근,10150
2018,6,해운대구,출근,20761
2018,6,해운대구,퇴근,22800
2018,7,강서구,출근,50318
2018,7,강서구,퇴근,32501
2018,7,금정구,출근,14253
2018,7,금정구,퇴근,15028
2018,7,기장군,출근,37609
2018,7,기장군,퇴근,35747
2018,7,남구,출근,13467
2018,7,남구,퇴근,13903
2018,7,동구,출근,9186
2018,7,동구,퇴근,7852
2018,7,동래구,출근,18200
2018,7,동래구,퇴근,20475
2018,7,부산진구,출근,20378
2018,7,부산진구,퇴근,22762
2018,7,북구,출근,16887
2018,7,북구,퇴근,19013
2018,7,사상구,출근,25774
2018,7,사상구,퇴근,23158
2018,7,사하구,출근,19726
2018,7,사하구,퇴근,20079
2018,7,서구,출근,7871
2018,7,서구,퇴근,6330
2018,7,수영구,출근,15351
2018,7,수영구,퇴근,19099
2018,7,연제구,출근,14653
2018,7,연제구,퇴근,14807
2018,7,영도구,출근,7037
2018,7,영도구,퇴근,6302
2018,7,중구,출근,10011
2018,7,중구,퇴근,10253
2018,7,해운대구,출근,20879
2018,7,해운대구,퇴근,23356
2018,8,강서구,출근,50682
2018,8,강서구,퇴근,32230
2018,8,금정구,출근,14105
2018,8,금정구,퇴근,14792
2018,8,기장군,출근,38684
2018,8,기장군,퇴근,36697
2018,8,남구,출근,13459
2018,8,남구,퇴근,14059
2018,8,동구,출근,9626
2018,8,동구,퇴근,7925
2018,8,동래구,출근,18293
2018,8,동래구,퇴근,20418
2018,8,부산진구,출근,21072
2018,8,부산진구,퇴근,23496
2018,8,북구,출근,16503
2018,8,북구,퇴근,18684
2018,8,사상구,출근,26329
2018,8,사상구,퇴근,23056
2018,8,사하구,출근,19200
2018,8,사하구,퇴근,19972
2018,8,서구,출근,7971
2018,8,서구,퇴근,6538
2018,8,수영구,출근,15554
2018,8,수영구,퇴근,20083
2018,8,연제구,출근,14680
2018,8,연제구,퇴근,14499
2018,8,영도구,출근,6995
2018,8,영도구,퇴근,6384
2018,8,중구,출근,11321
2018,8,중구,퇴근,11618
2018,8,해운대구,출근,21218
2018,8,해운대구,퇴근,24766
2018,9,강서구,출근,49250
2018,9,강서구,퇴근,33431
2018,9,금정구,출근,15243
2018,9,금정구,퇴근,16383
2018,9,기장군,출근,39742
2018,9,기장군,퇴근,35978
2018,9,남구,출근,13934
2018,9,남구,퇴근,14599
2018,9,동구,출근,9509
2018,9,동구,퇴근,8147
2018,9,동래구,출근,18967
2018,9,동래구,퇴근,22072
2018,9,부산진구,출근,21188
2018,9,부산진구,퇴근,24477
2018,9,북구,출근,17130
2018,9,북구,퇴근,19915
2018,9,사상구,출근,26221
2018,9,사상구,퇴근,24411
2018,9,사하구,출근,19254
2018,9,사하구,퇴근,20738
2018,9,서구,출근,7808
2018,9,서구,퇴근,6404
2018,9,수영구,출근,15963
2018,9,수영구,퇴근,19724
2018,9,연제구,출근,14711
2018,9,연제구,퇴근,15177
2018,9,영도구,출근,6991
2018,9,영도구,퇴근,6501
2018,9,중구,출근,10998
2018,9,중구,퇴근,11952
2018,9,해운대구,출근,21213
2018,9,해운대구,퇴근,24003
2018,10,강서구,출근,53432
2018,10,강서구,퇴근,35109
2018,10,금정구,출근,15217
2018,10,금정구,퇴근,16777
2018,10,기장군,출근,39890
2018,10,기장군,퇴근,35019
2018,10,남구,출근,13801
2018,10,남구,퇴근,14866
2018,10,동구,출근,9965
2018,10,동구,퇴근,8635
2018,10,동래구,출근,18694
2018,10,동래구,퇴근,22075
2018,10,부산진구,출근,20736
2018,10,부산진구,퇴근,24165
2018,10,북구,출근,16867
2018,10,북구,퇴근,20296
2018,10,사상구,출근,26560
2018,10,사상구,퇴근,24883
2018,10,사하구,출근,19543
2018,10,사하구,퇴근,21024
2018,10,서구,출근,8032
2018,10,서구,퇴근,6361
2018,10,수영구,출근,15389
2018,10,수영구,퇴근,19304
2018,10,연제구,출근,15063
2018,10,연제구,퇴근,15416
2018,10,영도구,출근,7170
2018,10,영도구,퇴근,6545
2018,10,중구,출근,11690
2018,10,중구,퇴근,12376
2018,10,해운대구,출근,20903
2018,10,해운대구,퇴근,24111
2018,11,강서구,출근,53158
2018,11,강서구,퇴근,35375
2018,11,금정구,출근,15059
2018,11,금정구,퇴근,16473
2018,11,기장군,출근,39338
2018,11,기장군,퇴근,33848
2018,11,남구,출근,14536
2018,11,남구,퇴근,15564
2018,11,동구,출근,11303
2018,11,동구,퇴근,9714
2018,11,동래구,출근,18856
2018,11,동래구,퇴근,22072
2018,11,부산진구,출근,20366
2018,11,부산진구,퇴근,24098
2018,11,북구,출근,16775
2018,11,북구,퇴근,20442
2018,11,사상구,출근,26542
2018,11,사상구,퇴근,24942
2018,11,사하구,출근,19654
2018,11,사하구,퇴근,21061
2018,11,서구,출근,8034
2018,11,서구,퇴근,6257
2018,11,수영구,출근,16334
2018,11,수영구,퇴근,20016
2018,11,연제구,출근,15429
2018,11,연제구,퇴근,15721
2018,11,영도구,출근,7128
2018,11,영도구,퇴근,6497
2018,11,중구,출근,11975
2018,11,중구,퇴근,12330
2018,11,해운대구,출근,20167
2018,11,해운대구,퇴근,23100
2018,12,강서구,출근,49443
2018,12,강서구,퇴근,31669
2018,12,금정구,출근,12029
2018,12,금정구,퇴근,12901
2018,12,기장군,출근,34236
2018,12,기장군,퇴근,29966
2018,12,남구,출근,14021
2018,12,남구,퇴근,15180
2018,12,동구,출근,10226
2018,12,동구,퇴근,9180
2018,12,동래구,출근,16910
2018,12,동래구,퇴근,20249
2018,12,부산진구,출근,19024
2018,12,부산진구,퇴근,23007
2018,12,북구,출근,13841
2018,12,북구,퇴근,16815
2018,12,사상구,출근,23827
2018,12,사상구,퇴근,22395
2018,12,사하구,출근,18359
2018,12,사하구,퇴근,19489
2018,12,서구,출근,7746
2018,12,서구,퇴근,6166
2018,12,수영구,출근,15364
2018,12,수영구,퇴근,19592
2018,12,연제구,출근,14575
2018,12,연제구,퇴근,15351
2018,12,영도구,출근,6779
2018,12,영도구,퇴근,6221
2018,12,중구,출근,10843
2018,12,중구,퇴근,13669
2018,12,해운대구,출근,19862
2018,12,해운대구,퇴근,23393
2019,1,강서구,출근,52858
2019,1,강서구,퇴근,31529
2019,1,금정구,출근,12606
2019,1,금정구,퇴근,12869
2019,1,기장군,출근,39378
2019,1,기장군,퇴근,33175
2019,1,남구,출근,13235
2019,1,남구,퇴근,14024
2019,1,동구,출근,11304
2019,1,동구,퇴근,9412
2019,1,동래구,출근,16870
2019,1,동래구,퇴근,19638
2019,1,부산진구,출근,18762
2019,1,부산진구,퇴근,21603
2019,1,북구,출근,14850
2019,1,북구,퇴근,18125
2019,1,사상구,출근,23710
2019,1,사상구,퇴근,21266
2019,1,사하구,출근,17403
2019,1,사하구,퇴근,17940
2019,1,서구,출근,7548
2019,1,서구,퇴근,5757
2019,1,수영구,출근,15954
2019,1,수영구,퇴근,19763
2019,1,연제구,출근,14849
2019,1,연제구,퇴근,15129
2019,1,영도구,출근,6898
2019,1,영도구,퇴근,5881
2019,1,중구,출근,11804
2019,1,중구,퇴근,12588
2019,1,해운대구,출근,20115
2019,1,해운대구,퇴근,22014
2019,2,강서구,출근,51867
2019,2,강서구,퇴근,33066
2019,2,금정구,출근,13455
2019,2,금정구,퇴근,13389
2019,2,기장군,출근,39990
2019,2,기장군,퇴근,35993
2019,2,남구,출근,12882
2019,2,남구,퇴근,13419
2019,2,동구,출근,11501
2019,2,동구,퇴근,9748
2019,2,동래구,출근,17557
2019,2,동래구,퇴근,19999
2019,2,부산진구,출근,18980
2019,2,부산진구,퇴근,22055
2019,2,북구,출근,15859
2019,2,북구,퇴근,18608
2019,2,사상구,출근,24284
2019,2,사상구,퇴근,22028
2019,2,사하구,출근,17541
2019,2,사하구,퇴근,18054
2019,2,서구,출근,7483
2019,2,서구,퇴근,6118
2019,2,수영구,출근,16601
2019,2,수영구,퇴근,20611
2019,2,연제구,출근,14510
2019,2,연제구,퇴근,14914
2019,2,영도구,출근,6846
2019,2,영도구,퇴근,5959
2019,2,중구,출근,11372
2019,2,중구,퇴근,13349
2019,2,해운대구,출근,20413
2019,2,해운대구,퇴근,22938
